No,Date,Invoice,BarCode,Description,Unit,Q'tity,Price,Promotion,Total
7840,8/28/12,HBL/TT/15/08/12_00409,BKC00070,Gum fresh mint,tep,1,"4,000",0,"4,000"
7841,8/28/12,HBL/TT/15/08/12_00410,BC0147,MULTI CLEANER ERASER 4pk ,PACK,1,"29,000",0,"29,000"
7842,8/28/12,HBL/TT/15/08/12_00410,KA0121,RING BOTTLE OPENER ST/STEEL,PC,1,"15,000",0,"15,000"
7843,8/28/12,HBL/TT/15/08/12_00410,TM0371,MINI GAMES PVC W/CASE 4asst,PC,1,"35,000",0,"35,000"
7844,8/28/12,HBL/TT/15/08/12_00410,SE0024,COLOUR PENCILS PK24,SET,1,"32,000",0,"32,000"
7845,8/28/12,HBL/TT/15/08/12_00410,LC0010,ALUM.CARABINER CLIPS 5+7MM 4PK,PACK,1,"28,000",0,"28,000"
7846,8/28/12,HBL/TT/15/08/12_00410,QA0122,CANVAS PANEL SMALL 2pk,PC,2,"39,000",0,"78,000"
7847,8/28/12,HBL/TT/15/08/12_00411,KA0121,RING BOTTLE OPENER ST/STEEL,PC,1,"15,000",0,"15,000"
7848,8/28/12,HBL/TT/15/08/12_00411,KA0268,HERB CHOPPING SCISSORS,c¸i,1,"60,000",0,"60,000"
7849,8/28/12,HBL/TT/15/08/12_00411,BL0303,FELT NON-SLIP TIE-HANGER 2pk,c¸i,1,"29,000",0,"29,000"
7850,8/28/12,HBL/TT/15/08/12_00411,BC0021,GRIP MAT THICK 30X120 CM,c¸i,1,"33,000",0,"33,000"
7851,8/28/12,HBL/TT/15/08/12_00411,BA0212,DISHWASHER DEODORISE LEMON 2pk,PC,1,"22,000",0,"22,000"
7852,8/28/12,HBL/TT/15/08/12_00412,SL0003,LABELS-S/STICK 52X24MM PK 240,PACK,1,"18,000",0,"18,000"
7853,8/28/12,HBL/TT/15/08/12_00413,SG0072,INVISIBLE TAPE 2pk 18mm x 33m,SET,1,"28,000",0,"28,000"
7854,8/28/12,HBL/TT/15/08/12_00413,KT0062,PUB STYLE NUTS BOWL 15cm WOOD,PC,3,"15,000",0,"45,000"
7855,8/28/12,HBL/TT/15/08/12_00413,KA0093,EGG RINGS METAL DARK GREY 3pk,PACK,1,"49,000",0,"49,000"
7856,8/28/12,HBL/TT/15/08/12_00414,BKC00069,Gum lime mint,tep,1,"4,000",0,"4,000"
7857,8/28/12,HBL/TT/15/08/12_00415,BC0117,FANCY STRAWS 4pk MIXED COLOUR,PACK,1,"19,000",0,"19,000"
7858,8/28/12,HBL/TT/15/08/12_00415,LH0001,RECORDER (FLUTE) - WHITE 32CM,PC,1,"25,000",0,"25,000"
7859,8/28/12,HBL/TT/15/08/12_00415,SE0072,WHT BOARD MARKERS W/ERASERS 3,PACK,1,"25,000",0,"25,000"
7860,8/28/12,HBL/TT/15/08/12_00415,SC0176,JUMBO PARTY SUNGLASSES,PC,1,"29,000",0,"29,000"
7861,8/28/12,HBL/TT/15/08/12_00416,QH0014,SCISSORS 3 SIZES PACK,Bé,1,"32,000",0,"32,000"
7862,8/28/12,HBL/TT/15/08/12_00416,AG0364,SHOE INSOLE ODOR ELIMINATORS,PAIR,1,"18,000",0,"18,000"
7863,8/28/12,HBL/TT/15/08/12_00417,AH0014,O-RINGS SMALL 72PC BAG,PACK,1,"17,000",0,"17,000"
7864,8/28/12,HBL/TT/15/08/12_00417,KC0029,SILICON MUFFIN CUP PAN 6-CUP,SET,1,"21,000",0,"21,000"
7865,8/28/12,HBL/TT/15/08/12_00417,HY0018,SUPER GLUE GEL 2GM PK 2,PACK,1,"13,000",0,"13,000"
7866,8/28/12,HBL/TT/15/08/12_00417,GF0007,FRAME NATURAL WOOD 20X25CM,c¸i,1,"55,000",0,"55,000"
7867,8/28/12,HBL/TT/15/08/12_00417,MA0027,SHWR CURT.180cm W/HOOKS QLTY,SET,1,"49,000",0,"49,000"
7868,8/28/12,HBL/TT/15/08/12_00417,SL0029,STICK-NOTES YELLOW BLOCK 360pc,PACK,1,"26,000",0,"26,000"
7869,8/28/12,HBL/TT/15/08/12_00417,SW0005,FOIL WRAP PL.COL 50X66CM PK 4,PACK,1,"15,000",0,"15,000"
7870,8/28/12,HBL/TT/15/08/12_00418,SE0071,LARGE HIGHLIGHTERS 4pk W/CLIP,PACK,1,"19,000",0,"19,000"
7871,8/28/12,HBL/TT/15/08/12_00418,SE0055,CLICK PENS RUBBER GRIP 12pk,PACK,1,"30,000",0,"30,000"
7872,8/28/12,HBL/TT/15/08/12_00419,CS0003,SOCKS COMPUTER DESIGN KIDS,PAIR,1,"12,000",0,"12,000"
7873,8/28/12,HBL/TT/15/08/12_00420,SC0109,NAPKINS 33cm/13in 2ply 50 COL,PACK,1,"36,000",0,"36,000"
7874,8/28/12,HBL/TT/15/08/12_00420,SC0110,NAPKINS 25cm/10in 2ply 50 COL,PACK,1,"25,000",0,"25,000"
7875,8/28/12,HBL/TT/15/08/12_00420,SG0082,RUBBER BANDS 100gm BROWN/COL,PACK,1,"33,000",0,"33,000"
7876,8/28/12,HBL/TT/15/08/12_00420,QH0017,SAFETY PINS ASST PK 125,PACK,1,"15,000",0,"15,000"
7877,8/28/12,HBL/TT/15/08/12_00420,RG0085,LUGGAGE FASHION COL TAGS 2pk,PACK,1,"40,000",0,"40,000"
7878,8/28/12,HBL/TT/15/08/12_00420,SB0322,MESH PENCIL CASE COL TINT,PC,3,"15,000",0,"45,000"
7879,8/28/12,HBL/TT/15/08/12_00421,IW45329,Kem Topten Chocolate,c©y,1,"10,000",0,"10,000"
7880,8/28/12,HBL/TT/15/08/12_00421,IW99797,Paddle Pop Jelli Snow,c©y,1,"7,000",0,"7,000"
7881,8/28/12,HBL/TT/15/08/12_00422,IW99797,Paddle Pop Jelli Snow,c©y,3,"7,000",0,"21,000"
7882,8/28/12,HBL/TT/15/08/12_00423,AJ0009,GLOWSTICKS TUBE 15+15pc 5col,PC,1,"25,000",0,"25,000"
7883,8/28/12,HBL/TT/15/08/12_00424,BKC00058,Socola Kitkat 6 thanh 17 g,,1,"6,000",0,"6,000"
7884,8/28/12,HBL/TT/15/08/12_00424,KC0089,SILICON CHOCOLATE MOULDS 24pk,PACK,1,"39,000",0,"39,000"
7885,8/28/12,HBL/TT/15/08/12_00425,EA0026,EAR PHONES BUD STYLE WHITE,PACK,1,"17,000",0,"17,000"
7886,8/28/12,HBL/TT/15/08/12_00425,AJ0017,GLOW NECKLACE 2pk 55cm,PACK,1,"24,000",0,"24,000"
7887,8/28/12,HBL/TT/15/08/12_00425,AH0083,FLAT HAIR CLIPS COLOURED 12pk,PACK,1,"18,000",0,"18,000"
7888,8/28/12,HBL/TT/15/08/12_00425,SP0009,NOTE BOOK SPIRAL PP COVER A7,PC,1,"8,000",0,"8,000"
7889,8/28/12,HBL/TT/15/08/12_00426,IW43974,Paddle Pop Chock Lava,c©y,1,"7,000",0,"7,000"
7890,8/28/12,HBL/TT/15/08/12_00427,AH0076,HAIR BANDS TPU ASST COL ,PACK,1,"13,000",0,"13,000"
7891,8/28/12,HBL/TT/15/08/12_00427,SA0021,OFFICE STOW BOXES S/3 HINGED,c¸i,1,"89,000",0,"89,000"
7892,8/28/12,HBL/TT/15/08/12_00427,SE0059,MARKERS 36pk 130mm LONG CASE,PACK,1,"36,000",0,"36,000"
7893,8/28/12,HBL/TT/15/08/12_00427,RG0028,CAR VISOR CD/DVD SLEEVE 18DISC,PC,1,"29,000",0,"29,000"
7894,8/28/12,HBL/TT/15/08/12_00427,QE0003,ZIGZAG SCISSORS  ASSTD DES,PC,1,"17,000",0,"17,000"
7895,8/28/12,HBL/TT/15/08/12_00428,HY0098,PACK.TAPE TAN/CLEAR 60mtr x 50mm,cuén,1,"17,000",0,"17,000"
7896,8/28/12,HBL/TT/15/08/12_00429,AP0812,HAND PUMP SOAP 500ml POMEGRAN,PC,1,"24,000",0,"24,000"
7897,8/28/12,HBL/TT/15/08/12_00429,SG0143,PRINT SCISSORS 21cm 2TONE HDL,PC,1,"29,000",0,"29,000"
7898,8/28/12,HBL/TT/15/08/12_00430,AH0080,FLAT HAIR ELASTICS 24pk,PACK,1,"15,000",0,"15,000"
7899,8/28/12,HBL/TT/15/08/12_00430,BKC00090,banh marine,Hép,1,"14,000",0,"14,000"
7900,8/28/12,HBL/TT/15/08/12_00431,KS0143,SWIRLY STRAW DRINK BOTTLE,PC,1,"39,000",0,"39,000"
7901,8/28/12,HBL/TT/15/08/12_00432,AG0016,INSOLE -FIT ANY SIZES PR,CÆp,1,"29,000",0,"29,000"
7902,8/28/12,HBL/TT/15/08/12_00433,DLM31186,strawberry yogurt 470ml,Chai,1,"22,000",0,"22,000"
7903,8/28/12,HBL/TT/15/08/12_00434,BKC10000,Keo loai 10000/50g,,46,200,0,"9,200"
7904,8/28/12,HBL/TT/15/08/12_00435,TE0100,FOAM FRAME SCENE DIY 6asst,SET,1,"29,000",0,"29,000"
7905,8/28/12,HBL/TT/15/08/12_00436,AG0008,COSMETIC BRUSH SET 5 PCE,SET,1,"18,000",0,"18,000"
7906,8/28/12,HBL/TT/15/08/12_00437,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
7907,8/28/12,HBL/TT/15/08/12_00437,UN36708,LIFEBUOY PW BAR CARE (ID-AW) 24x6x70g,Côc,2,"3,500",0,"7,000"
7908,8/28/12,HBL/TT/15/08/12_00437,UN48541,VISO HS STD POWDER WHT R0210 20x550g,B_ch,1,"14,000",0,"14,000"
7909,8/28/12,HBL/TT/15/08/12_00438,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
7910,8/28/12,HBL/TT/15/08/12_00439,OB0063,SPORTS BOTTLE RUBBER GRIP,PC,2,"29,000",0,"58,000"
7911,8/28/12,HBL/TT/15/08/12_00439,BL0114,ADULT PLAST.HANGERS 10pk RECYC,PACK,2,"34,000",0,"68,000"
7912,8/28/12,HBL/TT/15/08/12_00440,QH0041,SEW SCISSORS FABRIC/PAPER SML,c¸i,1,"17,000",0,"17,000"
7913,8/28/12,HBL/TT/15/08/12_00440,SP0006,NOTE BOOK SPIRAL PP COVER A4,PC,2,"48,000",0,"96,000"
7914,8/28/12,HBL/TT/15/08/12_00440,SP0008,NOTE BOOK SPIRAL PP COVER A6,PC,1,"14,000",0,"14,000"
7915,8/28/12,HBL/TT/15/08/12_00440,SE0086,JUMBO PENCIL W/SHARPENER,PC,1,"18,000",0,"18,000"
7916,8/28/12,HBL/TT/15/08/12_00441,IW99797,Paddle Pop Jelli Snow,c©y,1,"7,000",0,"7,000"
7917,8/28/12,HBL/TT/15/08/12_00442,IW99797,Paddle Pop Jelli Snow,c©y,1,"7,000",0,"7,000"
7918,8/28/12,HBL/TT/15/08/12_00443,IW80149,Kem Topten Vanilla,PACK,1,"10,000",0,"10,000"
7919,8/28/12,HBL/TT/15/08/12_00444,HG0089,PS SHOWER ORGANIZER 3asst,PC,1,"28,000",0,"28,000"
7920,8/28/12,HBL/TT/15/08/12_00444,BL0114,ADULT PLAST.HANGERS 10pk RECYC,PACK,1,"34,000",0,"34,000"
7921,8/28/12,HBL/TT/15/08/12_00444,BC0121,M-FIBRE CLOTHS 30cm 4pk 220gsm,PACK,1,"35,000",0,"35,000"
7922,8/28/12,HBL/TT/15/08/12_00444,AG0005,NAIL CLIPPERS 3PC SET,PCS,1,"22,000",0,"22,000"
7923,8/28/12,HBL/TT/15/08/12_00444,BB0018,DISH BRUSH ANGLED RUBBER GRIP,PC,1,"22,000",0,"22,000"
7924,8/28/12,HBL/TT/15/08/12_00444,KS0139,KEEP FRESH CRISP BOX MANGO M,PC,2,"31,000",0,"62,000"
7925,8/28/12,HBL/TT/15/08/12_00445,IW30656,Kem Asian Delight Taro,c©y,4,"9,000",0,"36,000"
7926,8/28/12,HBL/TT/15/08/12_00445,IW43687,Paddle Pop Fruity,c©y,2,"6,000",0,"12,000"
7927,8/28/12,HBL/TT/15/08/12_00445,IW27127,Paddle Pop Chocky,PACK,1,"6,000",0,"6,000"
7928,8/28/12,HBL/TT/15/08/12_00446,HT20126,Thuèc nhuém tãc ®en,Hép,1,"10,000",0,"10,000"
7929,8/28/12,HBL/TT/15/08/12_00446,AG0004,EMERY BOARDS 24PC COLOURED,PACK,1,"20,000",0,"20,000"
7930,8/28/12,HBL/TT/15/08/12_00446,AH0077,HAIR BANDS 4pk STRETCH COLS,PACK,1,"21,000",0,"21,000"
7931,8/28/12,HBL/TT/15/08/12_00446,CS0003,SOCKS COMPUTER DESIGN KIDS,PAIR,2,"12,000",0,"24,000"
7932,8/28/12,HBL/TT/15/08/12_00446,DC0001,TRAVEL ALARM CLOCK,PACK,1,"32,000",0,"32,000"
7933,8/28/12,HBL/TT/15/08/12_00446,MA0011,ANTI SLIP FOAM MAT 65X180CM,PC,1,"150,000",0,"150,000"
7934,8/28/12,HBL/TT/15/08/12_00446,UN15237,SUNSILK STYLING YOGURT LV ON 8x6x50ml,Chai,1,"10,000",0,"10,000"
7935,8/28/12,HBL/TT/15/08/12_00448,UN34801,HAZELINE BODY LOTION SPLSS UV 8X3X150ML,Chai,2,"22,000",0,"44,000"
7936,8/28/12,HBL/TT/15/08/12_00449,BKC00091,KEO GUM MENTOS DAU,Hò,2,"13,000",0,"26,000"
7937,8/28/12,HBL/TT/15/08/12_00450,KC0078,SPRINGFORM CAKE PAN SET 3pc,SET,1,"212,000",0,"212,000"
7938,8/28/12,HBL/TT/15/08/12_00451,BKC00090,banh marine,Hép,1,"14,000",0,"14,000"
7939,8/28/12,HBL/TT/15/08/12_00451,BKC10000,Keo loai 10000/50g,,30,200,0,"6,000"
7940,8/28/12,HBL/TT/15/08/12_00452,UN03217,P/S TP TRPL WHITE NOW 54x100g,Hép,2,"15,000",0,"30,000"
7941,8/28/12,HBL/TT/15/08/12_00453,SL0033,STICKER BOX VALUE PACK 1000pc,PACK,1,"29,000",0,"29,000"
7942,8/28/12,HBL/TT/15/08/12_00453,SL0134,GEL WINDOW CLINGS ASST EDAY,PC,1,"25,000",0,"25,000"
7943,8/28/12,HBL/TT/15/08/12_00453,CA0013,MEN'S BOXED HANKIES 4PK COTTON,PACK,1,"53,000",0,"53,000"
7944,8/28/12,HBL/TT/15/08/12_00453,BKC00058,Socola Kitkat 6 thanh 17 g,,2,"6,000",0,"12,000"
7945,8/28/12,HBL/TT/15/08/12_00453,AH0201,HAIR ELASTIC w/o METAL 18pk,PACK,1,"18,000",0,"18,000"
7946,8/28/12,HBL/TT/15/08/12_00453,KA0035,SPLATTER GUARD 32CM,PC,1,"30,000",0,"30,000"
7947,8/28/12,HBL/TT/15/08/12_00454,DLM31018,no sugar milk 950ml,Hép,2,"34,500",0,"69,000"
7948,8/29/12,HBL/TT/11/08/12_00445,BKC00086,Socola Top Delfi capuchino 45,cay,1,"12,000",0,"12,000"
7949,8/29/12,HBL/TT/11/08/12_00445,BKC00087,B¸nh Chocochip 90gx3 Origin,cay,1,"15,000",0,"15,000"
7950,8/29/12,HBL/TT/11/08/12_00445,BKC00090,banh marine,Hép,1,"14,000",0,"14,000"
7951,8/29/12,HBL/TT/11/08/12_00446,BC0088,GRIP ROLL EXT.WIDE 150x46cm,SET,1,"38,000",0,"38,000"
7952,8/29/12,HBL/TT/11/08/12_00446,BC0021,GRIP MAT THICK 30X120 CM,c¸i,1,"33,000",0,"33,000"
7953,8/29/12,HBL/TT/11/08/12_00446,DLM31018,no sugar milk 950ml,Hép,1,"34,500",0,"34,500"
7954,8/29/12,HBL/TT/11/08/12_00446,KA0121,RING BOTTLE OPENER ST/STEEL,PC,1,"15,000",0,"15,000"
7955,8/29/12,HBL/TT/11/08/12_00447,BC0073,SPONGE SCOURERS 10pk RAINBOW,PACK,1,"25,000",0,"25,000"
7956,8/29/12,HBL/TT/11/08/12_00447,BC0150,GARBAGE BAG RLL HVY DTY BLK 20,PACK,3,"34,000",0,"102,000"
7957,8/29/12,HBL/TT/11/08/12_00448,DLM31018,no sugar milk 950ml,Hép,1,"34,500",0,"34,500"
7958,8/29/12,HBL/TT/11/08/12_00449,HY0003,PE ROPE COIL 10MMx8MTR,PC,1,"39,000",0,"39,000"
7959,8/29/12,HBL/TT/11/08/12_00450,DLM31148,white yogurt 200ml,Chai,1,"9,500",0,"9,500"
7960,8/29/12,HBL/TT/11/08/12_00451,HG0037,PADLOCK SOLID STEEL  60MM,PCS,1,"71,000",0,"71,000"
7961,8/29/12,HBL/TT/11/08/12_00452,US0193,FLEXI TUB 18litre ASST COL,PC,3,"80,000",0,"240,000"
7962,8/29/12,HBL/TT/11/08/12_00453,IW43974,Paddle Pop Chock Lava,c©y,2,"7,000",0,"14,000"
7963,8/29/12,HBL/TT/11/08/12_00454,IW30656,Kem Asian Delight Taro,c©y,1,"9,000",0,"9,000"
7964,8/29/12,HBL/TT/11/08/12_00454,HY0028,PICTURE HOOK & WIRE KIT PK 10,PACK,1,"13,000",0,"13,000"
7965,8/29/12,HBL/TT/11/08/12_00454,HG0060,PADLOCK COLOURED 32mm W/2 KEYS,SET,1,"28,000",0,"28,000"
7966,8/29/12,HBL/TT/11/08/12_00454,KA0107,ST/STEEL MASHER,PC,1,"34,000",0,"34,000"
7967,8/29/12,HBL/TT/11/08/12_00454,KA0090,MEASURE SPOONS 10pk BLK/WHITE,SET,1,"29,000",0,"29,000"
7968,8/29/12,HBL/TT/11/08/12_00454,BC0121,M-FIBRE CLOTHS 30cm 4pk 220gsm,PACK,1,"35,000",0,"35,000"
7969,8/29/12,HBL/TT/11/08/12_00454,BL0054,LAUNDRY BAG POP-UP 58x36x36cm,PC,1,"35,000",0,"35,000"
7970,8/29/12,HBL/TT/11/08/12_00454,AE0009,SUNGLASS CASE- NYLON W/ZIP,PCS,1,"25,000",0,"25,000"
7971,8/29/12,HBL/TT/11/08/12_00454,SG0142,KIDS PRINTED ANIMAL SCISSORS 4asst,PC,1,"18,000",0,"18,000"
7972,8/29/12,HBL/TT/11/08/12_00455,SC0092,PARTY BOWLS PAPER 10pk,PACK,3,"25,000",0,"75,000"
7973,8/29/12,HBL/TT/11/08/12_00455,OD0006,PICNIC FORKS PLAS 50 PK WHITE,PACK,1,"17,000",0,"17,000"
7974,8/29/12,HBL/TT/11/08/12_00456,SW0008,CURLING RIBBON 6 PK,PACK,1,"19,000",0,"19,000"
7975,8/29/12,HBL/TT/11/08/12_00457,LW0003,SPORTS PUMP 25cm,SET,1,"35,000",0,"35,000"
7976,8/29/12,HBL/TT/15/08/12_00455,OX0156,FROG WINDOW THERMOMETER,PC,1,"39,000",0,"39,000"
7977,8/29/12,HBL/TT/15/08/12_00455,SP0001,NOTE BK SPIRAL D/CUT A6-160PG,PC,1,"19,000",0,"19,000"
7978,8/29/12,HBL/TT/15/08/12_00455,AH0078,BUTTERFLY HAIR CLIPS 4pk 5.5cm,PACK,1,"20,000",0,"20,000"
7979,8/29/12,HBL/TT/15/08/12_00455,AH0014,O-RINGS SMALL 72PC BAG,PACK,1,"17,000",0,"17,000"
7980,8/29/12,HBL/TT/15/08/12_00455,HG0095,METAL CASH BOX W/TRAY LARGE,PC,1,"179,000",0,"179,000"
7981,8/29/12,HBL/TT/15/08/12_00455,HY0078,HANDYMAN CLEAR TACKLE BOX SET ,SET,1,"39,000",0,"39,000"
7982,8/29/12,HBL/TT/15/08/12_00456,HT0069,ADJUSTABLE WRENCH D/FORGD 15CM,PCS,1,"50,000",0,"50,000"
7983,8/29/12,HBL/TT/15/08/12_00457,IW17067,Kem Paddle Pop Yakoo Cola,c©y,1,"5,000",0,"5,000"
7984,8/29/12,HBL/TT/15/08/12_00458,IW43974,Paddle Pop Chock Lava,c©y,1,"7,000",0,"7,000"
7985,8/29/12,HBL/TT/15/08/12_00458,BKC00091,KEO GUM MENTOS DAU,Hò,1,"13,000",0,"13,000"
7986,8/29/12,HBL/TT/15/08/12_00458,BKC15000,KÑo nhom 15000/50g,,15,300,0,"4,500"
7987,8/29/12,HBL/TT/15/08/12_00458,BKC00060,Socola Snicker 240g,cay,1,"8,000",0,"8,000"
7988,8/29/12,HBL/TT/15/08/12_00459,BKC00061,Socola M&M Minis hò 30.6g,C©y,1,"25,000",0,"25,000"
7989,8/29/12,HBL/TT/15/08/12_00459,RG0009,UMBRELLA PURSE SIZE FOLD UP,PC,1,"59,000",0,"59,000"
7990,8/29/12,HBL/TT/15/08/12_00460,SP0039,ENVELOPE PEEL N SEAL 50pk 110x220mm,PACK,1,"32,000",0,"32,000"
7991,8/29/12,HBL/TT/15/08/12_00461,SC0022,BIRTHDAY CANDLES W/HLDR 24PC,PACK,1,"8,000",0,"8,000"
7992,8/29/12,HBL/TT/15/08/12_00461,SC0031,BALLOONS METALLIC PK25,PACK,1,"35,000",0,"35,000"
7993,8/29/12,HBL/TT/15/08/12_00461,SC0106,PARTY BANNER 12.5x90cm 3pk,PACK,1,"15,000",0,"15,000"
7994,8/29/12,HBL/TT/15/08/12_00462,SP0047,A4 100 SHEET COL COPY PAPER,PACK,1,"39,000",0,"39,000"
7995,8/29/12,HBL/TT/15/08/12_00462,SG0023,CORRECTION TAPE 6MT 2PK,PC,1,"23,000",0,"23,000"
7996,8/29/12,HBL/TT/15/08/12_00462,SA0016,KD DOC FILE BOX BLACK/WHITE,PC,1,"54,000",0,"54,000"
7997,8/29/12,HBL/TT/15/08/12_00462,BC0161,MFIBRE CLOTH 2pk 35x35cm,PACK,1,"30,000",0,"30,000"
7998,8/29/12,HBL/TT/15/08/12_00462,BC0077,KEEP FRESH BAG CLIPS 12pk,PACK,1,"21,000",0,"21,000"
7999,8/29/12,HBL/TT/15/08/12_00462,BL0070,LAUNDRY NET BAG LARGE 42x53cm,PC,1,"23,000",0,"23,000"
8000,8/29/12,HBL/TT/15/08/12_00462,AG0025,PEDICURE SET 2PC,Bé,1,"20,000",0,"20,000"
8001,8/29/12,HBL/TT/15/08/12_00462,BB0019,PRO WINDOW SQUEEQIE,PC,1,"29,000",0,"29,000"
8002,8/29/12,HBL/TT/15/08/12_00462,BA0149,TOILET BLOCKS 4pk 48gm,PACK,2,"21,000",0,"42,000"
8003,8/29/12,HBL/TT/15/08/12_00463,KA0101,PARING KNIFE 1mm ULTRA SHARP,PC,1,"17,000",0,"17,000"
8004,8/29/12,HBL/TT/15/08/12_00464,KA0249,PARING KNIFE COLOURED,PC,1,"38,000",0,"38,000"
8005,8/29/12,HBL/TT/15/08/12_00464,HY0079,DBL SIDE MNT TAPE 5pk 12mmx2m,PACK,1,"24,000",0,"24,000"
8006,8/29/12,HBL/TT/15/08/12_00464,AG0026,NAIL FILES METAL PK2 BC,PACK,1,"18,000",0,"18,000"
8007,8/29/12,HBL/TT/15/08/12_00464,AG0068,EXFOLIATING SHOWER CLOTH ,PC,1,"24,000",0,"24,000"
8008,8/29/12,HBL/TT/15/08/12_00464,AG0367,GEL SHOE INSERTS 4ASST,PACK,1,"25,000",0,"25,000"
8009,8/29/12,HBL/TT/15/08/12_00464,QH0042,SCISSORS 3pk SOFT GRIP 2-TONE,SET,1,"35,000",0,"35,000"
8010,8/29/12,HBL/TT/15/08/12_00464,KT0079,SALAD BOWL CLEAR PS 28.5cm,PC,1,"29,000",0,"29,000"
8011,8/29/12,HBL/TT/15/08/12_00464,KT0056,PARTY PLATTER 52x37cm WHITE,PC,1,"35,000",0,"35,000"
8012,8/29/12,HBL/TT/15/08/12_00465,AH0021,HAIR ELASTIC PLAIN&PATT PK 24,SET,1,"24,000",0,"24,000"
8013,8/29/12,HBL/TT/15/08/12_00466,CA0015,BELT MENS LEATH.4sizes BLK/BRN,PC,1,"49,000",0,"49,000"
8014,8/29/12,HBL/TT/15/08/12_00466,HT0084,COMBO SPANNERS S/6 8-19mm,SET,1,"89,000",0,"89,000"
8015,8/29/12,HBL/TT/15/08/12_00466,KT0034,FORKS STAINLESS STEEL 4pk,Bé,1,"20,000",0,"20,000"
8016,8/29/12,HBL/TT/15/08/12_00466,KT0035,SPOONS STAINLESS STEEL 4pk,PACK,1,"20,000",0,"20,000"
8017,8/29/12,HBL/TT/15/08/12_00466,UN48541,VISO HS STD POWDER WHT R0210 20x550g,B_ch,1,"14,000",0,"14,000"
8018,8/29/12,HBL/TT/15/08/12_00467,IW80149,Kem Topten Vanilla,PACK,1,"10,000",0,"10,000"
8019,8/29/12,HBL/TT/15/08/12_00468,SL0036,MEGA STICKER SHEET SET 3ASST 370pc,PACK,1,"29,000",0,"29,000"
8020,8/29/12,HBL/TT/15/08/12_00469,UN46110,CLEAR SHAMPOO,PACK,1,"12,000",0,"12,000"
8021,8/29/12,HBL/TT/15/08/12_00470,KA0115,KNIFE SHARPENER 31cm,PC,1,"23,000",0,"23,000"
8022,8/29/12,HBL/TT/15/08/12_00470,KC0029,SILICON MUFFIN CUP PAN 6-CUP,SET,4,"21,000",0,"84,000"
8023,8/29/12,HBL/TT/15/08/12_00470,HY0018,SUPER GLUE GEL 2GM PK 2,PACK,1,"13,000",0,"13,000"
8024,8/29/12,HBL/TT/15/08/12_00470,BB0032,KITCH SCRUB BRUSH 2asst PDQ,PC,1,"20,000",0,"20,000"
8025,8/29/12,HBL/TT/15/08/12_00471,AH0074,HAIR ELASTICS 48pc BIG CARD,PACK,1,"27,000",0,"27,000"
8026,8/29/12,HBL/TT/15/08/12_00471,AH0003,HAIR BRUSH SQUARE CUSHION 23CM,c¸i,1,"10,000",0,"10,000"
8027,8/29/12,HBL/TT/15/08/12_00471,BKC00083,KÑo Mentos ,cay,1,"6,000",0,"6,000"
8028,8/29/12,HBL/TT/15/08/12_00471,SF0027,DOCUMENT POUCH 24.8x32.5cm ,PC,2,"10,000",0,"20,000"
8029,8/29/12,HBL/TT/15/08/12_00471,SE0015,GEL PEN NEON PK 6,PACK,1,"25,000",0,"25,000"
8030,8/29/12,HBL/TT/15/08/12_00471,KS0137,KEEP FRESH CRISP BOX TOMATO S,c¸i,2,"22,000",0,"44,000"
8031,8/29/12,HBL/TT/15/08/12_00471,OB0083,TRAV COFF MUG SILC-GRIP 335ml,PC,1,"74,000",0,"74,000"
8032,8/29/12,HBL/TT/15/08/12_00472,HY0055,CUP HOOKS SCREW IN PLAS  16PC,PACK,1,"25,000",0,"25,000"
8033,8/29/12,HBL/TT/15/08/12_00473,AG0224,TATTOOS TEMP 2-SHEETS 6 ASST,PACK,1,"27,500",0,"27,500"
8034,8/29/12,HBL/TT/15/08/12_00473,SC0095,PARTY HATS PAPER 10pk 15cm,PACK,1,"29,000",0,"29,000"
8035,8/29/12,HBL/TT/15/08/12_00473,SC0101,PARTY JOINTED BANNER PAPER lge,PC,1,"29,000",0,"29,000"
8036,8/29/12,HBL/TT/15/08/12_00473,SC0011,BALLOONS PK100 ASST 23CM,SET,1,"83,000",0,"83,000"
8037,8/29/12,HBL/TT/15/08/12_00474,SD0004,DIARY WITH LOCK CLAMSHELL,PC,1,"39,000",0,"39,000"
8038,8/29/12,HBL/TT/15/08/12_00474,SG0142,KIDS PRINTED ANIMAL SCISSORS 4asst,PC,1,"18,000",0,"18,000"
8039,8/29/12,HBL/TT/15/08/12_00474,SB0002,VELVET ART POSTER 4pc MARKERS,SET,1,"29,000",0,"29,000"
8040,8/29/12,HBL/TT/15/08/12_00474,TE0100,FOAM FRAME SCENE DIY 6asst,SET,1,"29,000",0,"29,000"
8041,8/29/12,HBL/TT/15/08/12_00474,KS0098,LUNCH BOTTLE POP-TOP BOY/GIRL,PC,1,"20,000",0,"20,000"
8042,8/29/12,HBL/TT/15/08/12_00475,AH0071,HAIR ELASTIC/HAIR CLIPS PK28,SET,1,"22,000",0,"22,000"
8043,8/29/12,HBL/TT/15/08/12_00475,SB0002,VELVET ART POSTER 4pc MARKERS,SET,1,"29,000",0,"29,000"
